0,0,0,0.395,-0.09,0.73,-0.34,0.865,-0.665,0.865,-0.905,0.5,-0.715,0.565,-0.955,0.495,-0.71,0.465,-0.57,0.265,-0.775,0.335,-0.995,0.29,-0.705,0.27,-0.58,0.035,-0.79,0.07,-1,0.065,-0.72,0.06,-0.59,-0.205,-0.775,-0.165,-0.935,-0.15,-0.74,-0.145,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.479166667,-0.161458333,0.786458333,-0.34375,0.921875,-0.65625,0.895833333,-0.901041667,0.515625,-0.682291667,0.567708333,-0.947916667,0.536458333,-0.755208333,0.520833333,-0.567708333,0.265625,-0.744791667,0.3125,-1,0.302083333,-0.734375,0.286458333,-0.541666667,0.015625,-0.78125,0.036458333,-0.958333333,0.046875,-0.713541667,0.078125,-0.536458333,-0.234375,-0.796875,-0.197916667,-0.90625,-0.1875,-0.723958333,-0.15625,-0.588541667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.38,-0.19,0.655,-0.45,0.78,-0.755,0.765,-0.99,0.42,-0.755,0.45,-1,0.415,-0.76,0.4,-0.605,0.195,-0.78,0.23,-1,0.225,-0.71,0.22,-0.59,-0.03,-0.76,-0.02,-0.985,0.015,-0.72,0.025,-0.59,-0.26,-0.715,-0.245,-0.905,-0.185,-0.72,-0.16,-0.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.416184971,-0.132947977,0.728323699,-0.387283237,0.884393064,-0.687861272,0.930635838,-0.942196532,0.497109827,-0.74566474,0.601156069,-0.988439306,0.543352601,-0.734104046,0.485549133,-0.560693642,0.283236994,-0.786127168,0.369942197,-1,0.312138728,-0.699421965,0.265895954,-0.560693642,0.052023121,-0.786127168,0.115606936,-1,0.098265896,-0.705202312,0.069364162,-0.560693642,-0.213872832,-0.757225434,-0.12716763,-0.953757225,-0.104046243,-0.734104046,-0.115606936,-0.606936416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.410404624,-0.138728324,0.757225434,-0.421965318,0.901734104,-0.74566474,0.907514451,-0.988439306,0.468208092,-0.751445087,0.566473988,-0.988439306,0.50867052,-0.739884393,0.468208092,-0.589595376,0.23699422,-0.780346821,0.323699422,-1,0.277456647,-0.687861272,0.25433526,-0.554913295,0,-0.774566474,0.057803468,-0.994219653,0.057803468,-0.699421965,0.040462428,-0.554913295,-0.260115607,-0.734104046,-0.190751445,-0.913294798,-0.167630058,-0.710982659,-0.167630058,-0.589595376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.419354839,-0.182795699,0.704301075,-0.456989247,0.827956989,-0.76344086,0.844086022,-0.983870968,0.462365591,-0.758064516,0.52688172,-1,0.47311828,-0.725806452,0.446236559,-0.61827957,0.241935484,-0.774193548,0.306451613,-0.989247312,0.274193548,-0.666666667,0.252688172,-0.607526882,0.016129032,-0.758064516,0.064516129,-0.97311828,0.069892473,-0.666666667,0.059139785,-0.575268817,-0.220430108,-0.73655914,-0.161290323,-0.903225806,-0.134408602,-0.688172043,-0.139784946,-0.591397849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.426229508,-0.196721311,0.693989071,-0.475409836,0.819672131,-0.775956284,0.830601093,-1,0.448087432,-0.759562842,0.524590164,-1,0.475409836,-0.743169399,0.442622951,-0.628415301,0.229508197,-0.775956284,0.300546448,-0.983606557,0.278688525,-0.672131148,0.240437158,-0.606557377,0,-0.754098361,0.06010929,-0.983606557,0.071038251,-0.677595628,0.043715847,-0.584699454,-0.240437158,-0.721311475,-0.174863388,-0.912568306,-0.136612022,-0.710382514,-0.147540984,-0.606557377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.388297872,-0.191489362,0.664893617,-0.457446809,0.79787234,-0.765957447,0.771276596,-1,0.430851064,-0.760638298,0.430851064,-1,0.39893617,-0.75,0.404255319,-0.617021277,0.20212766,-0.776595745,0.212765957,-0.994680851,0.20212766,-0.696808511,0.207446809,-0.60106383,-0.026595745,-0.75,-0.031914894,-0.968085106,0,-0.686170213,0.015957447,-0.574468085,-0.260638298,-0.707446809,-0.244680851,-0.888297872,-0.20212766,-0.70212766,-0.180851064,-0.60106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.391752577,-0.211340206,0.644329897,-0.469072165,0.757731959,-0.762886598,0.731958763,-0.994845361,0.402061856,-0.74742268,0.412371134,-1,0.386597938,-0.762886598,0.386597938,-0.613402062,0.180412371,-0.757731959,0.195876289,-0.984536082,0.190721649,-0.695876289,0.18556701,-0.587628866,-0.041237113,-0.737113402,-0.036082474,-0.958762887,-0.010309278,-0.690721649,0,-0.572164948,-0.262886598,-0.695876289,-0.24742268,-0.881443299,-0.206185567,-0.695876289,-0.190721649,-0.587628866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.392473118,-0.177419355,0.677419355,-0.451612903,0.806451613,-0.76344086,0.779569892,-1,0.424731183,-0.747311828,0.467741935,-0.989247312,0.424731183,-0.758064516,0.408602151,-0.612903226,0.198924731,-0.774193548,0.241935484,-1,0.231182796,-0.709677419,0.220430108,-0.586021505,-0.02688172,-0.758064516,-0.010752688,-0.989247312,0.016129032,-0.709677419,0.016129032,-0.569892473,-0.268817204,-0.704301075,-0.23655914,-0.908602151,-0.188172043,-0.720430108,-0.172043011,-0.596774194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
